library_name,toy_name,toy_type,age_group_labels,request_number,damage_description,status,damage_created_on
Arundhuti Bose,The Game of Leap & Tumbles,Toy,3-5 years | 5-8 years,RQ42360,"Wooden die , 1 srar card, sand timer, 2 game pieces are missing",PENDING,2025-10-13T20:04:31.771
Hyderabad Hub,Bedtime Buddies - MS HIPPO,Toy,0-1 years | 1-3 years,RQ42351,4 bath playing boards 1 instruction  are missing,PENDING,2025-10-13T17:57:36.84
Vansh Agarwal,Traffic Hour,Toy,5-8 years | 8-12 years,RQ42348,"Customer retrun the different toy why because he received different toy while receiving the order.
we received that retrun toy also damage.",PENDING,2025-10-13T17:28:19.846
Sangeeta Jain,Fun Fair game,Toy,5-8 years | 8-12 years,RQ42347, this toy part missing (8 glash ) ,PENDING,2025-10-13T16:40:00.362
Pune Hub,NER ELITE 2.0 PROSPECT QS 4,Toy,8-12 years,RQ42329,Bullet missing ,PENDING,2025-10-13T11:03:32.911
Vansh Agarwal,Othello,Toy,5-8 years | 8-12 years,RQ42328,this toy damage 8 coins and discs messing,PENDING,2025-10-13T10:59:07.304
Pune Hub,NE KOP DW ROLE ON PLAY SMALL CHEF SET,Toy,3-5 years | 5-8 years,RQ42326,Missing pieces ,PENDING,2025-10-13T10:58:33.739
Vansh Agarwal,Scavenger Hunt,Toy,5-8 years | 8-12 years,RQ42325,this toy is 4 pawns messing,PENDING,2025-10-13T10:55:13.807
Pune Hub,Halfmoon Geometric Shape Sorter 26 Pieces,Toy,1-3 years | 3-5 years,RQ42321,Toy broken ,PENDING,2025-10-13T10:46:03.595
Vansh Agarwal,RATTLE STRIDER  (WOODEN PUSH-ALONG),Toy,0-1 years | 1-3 years,RQ42319,this toy is damage hand stick,PENDING,2025-10-13T10:39:30.714
Arundhuti Bose,Toy Town Block (B) Tc - [4428],Toy,3-5 years,RQ42292,14 pieces are missing... 27 pieces received...,PENDING,2025-10-12T21:19:44.19
Arundhuti Bose,Alphabet Activity Mat - [7009],Toy,1-3 years | 3-5 years,RQ42291,20 sticker received..6 missed ... Cards are smashed also sticker are badly damaged ...,PENDING,2025-10-12T21:13:21.511
Arundhuti Bose,Stack a Cake,Toy,3-5 years | 5-8 years,RQ42288,"Birthday bear , 3 candels all are missing ",PENDING,2025-10-12T20:47:26.873
Arundhuti Bose,Cubes and Bricks,Toy,1-3 years | 3-5 years,RQ42285,3 pieces colourful wooden brickes are missing..out of 15 we received 12 only..,PENDING,2025-10-12T20:26:30.761
Krishna Pandya,TOY TRAIN,Toy,0-1 years | 1-3 years,RQ42251,1 animal shape is missing ,PENDING,2025-10-12T10:23:06.282
Suman Jain,Zigyasaw Global Warming premium Giant floor puzzle game,Toy,3-5 years | 5-8 years,RQ42249,"54 puzzle pieces, found 53 pieces ",PENDING,2025-10-12T10:09:38.484
Madhvi Jay Gajjar,Comb and Shine,Toy,1-3 years | 3-5 years,RQ42227,Missing and broken ,PENDING,2025-10-11T22:07:56.173
Delhi HUB,Tool Box,Toy,3-5 years | 5-8 years,RQ42216,5piece missing ,PENDING,2025-10-11T19:45:55.72
Hyderabad Hub,Classic Ball Slider,Toy,0-1 years | 1-3 years,RQ42208,balls missng,PENDING,2025-10-11T18:47:42.897
Hyderabad Hub,33-Piece Wooden Tool Kit Set with Tool Box,Toy,1-3 years | 3-5 years,RQ42207,so many items missing,PENDING,2025-10-11T18:43:52.521
Hyderabad Hub,Magnetic tile - 28 pcs,Toy,3-5 years,RQ42206,So many items are missing,PENDING,2025-10-11T18:39:05.398
Vansh Agarwal,Basket ring toss 2in1,Toy,5-8 years | 8-12 years,RQ42204,4 balls are no have and  2 baskat,PENDING,2025-10-11T18:17:18.301
Hyderabad Hub,Flippy Busy Board,Toy,1-3 years | 3-5 years,RQ42199,damage,PENDING,2025-10-11T17:44:30.188
Chennai Hub,Number Perfect,Toy,3-5 years | 5-8 years,RQ42197,"2 number cubes missing 
2 picture card missing 
1 Sand timber missing ",PENDING,2025-10-11T17:12:50.356
Chennai Hub,Stack a Cake,Toy,3-5 years | 5-8 years,RQ42193,"2 stacking cake blocks missing 
1 house missing 
3 candles missing ",PENDING,2025-10-11T16:51:19.675
Vansh Agarwal,Magplay Tiles,Toy,3-5 years | 5-8 years,RQ42192,this toy damage ,PENDING,2025-10-11T16:44:47.355
Vansh Agarwal,Magnetic Funny Creations,Toy,3-5 years | 5-8 years,RQ42191,this toy is damage 29 not have,PENDING,2025-10-11T16:35:02.243
Health Hub,Pyramid Blocks - [1706],Toy,3-5 years | 5-8 years,RQ42190, received 14 pyramid blocks instead of 15,PENDING,2025-10-11T16:30:29.991
Health Hub,Pen Control - Write & Wipe Activity,Toy,3-5 years,RQ42189,Received only 12 activity pages instead of 16(double sided).,PENDING,2025-10-11T16:24:11.134
Health Hub,Pizza Game,Toy,3-5 years | 5-8 years,RQ42186,One pizza piece missing out of 25.,PENDING,2025-10-11T16:16:19.592
Andheri Hub - Mumbai,Bedtime Buddies - MS HIPPO,Toy,0-1 years | 1-3 years,RQ42185,hippo is broken ,PENDING,2025-10-11T15:54:24.35
Andheri Hub - Mumbai,Busy Books: Busy Holiday,Books,1-3 years | 3-5 years,RQ42184,page is broken ,PENDING,2025-10-11T15:52:07.185
Yogita's Toy Library,Mega Bricks Elephant Tube and Ball Set,Toy,3-5 years | 5-8 years,RQ42183,4puzzle piece missing ,PENDING,2025-10-11T15:43:47.221
Yogita's Toy Library,Mechanix plastics planes,Toy,5-8 years | 8-12 years,RQ42181,Missing ,PENDING,2025-10-11T15:33:31.245
Yogita's Toy Library,Colour Trap,Toy,3-5 years | 5-8 years,RQ42179,Colour missing 1palsti base missing ,PENDING,2025-10-11T15:30:46.712
Andheri Hub - Mumbai,Magnetic Learn to Spell : Food,Toy,3-5 years | 5-8 years,RQ42177,14 pcs missing ,PENDING,2025-10-11T15:13:53.038
Hyderabad Hub,Memory Skills,Toy,3-5 years | 5-8 years,RQ42159,4 pcs missing,PENDING,2025-10-11T12:33:03.365
Vansh Agarwal,The Little Farmer Farm Set | Vegetable Counting & Sorting Education | Activity Pull Along Toy,Toy,1-3 years | 3-5 years,RQ42156,this toy is some itams are not have,PENDING,2025-10-11T11:35:41.827
Vansh Agarwal,ELC Shape Sorting Bus-Red,Toy,0-1 years | 1-3 years,RQ42155,this prodate car damage ,PENDING,2025-10-11T11:33:04.699
Pune Hub,See N Sort,Toy,1-3 years,RQ42154,Wodan Pisces missing ,PENDING,2025-10-11T11:29:04.229
Suman Jain,Alphaprints: Wipe Clean Flash Cards Words,Books,0-1 years | 1-3 years,RQ42145,"26 Flash cards, found 24 ",PENDING,2025-10-11T08:24:54.116
Krishna Pandya,Sakara 66 DIY Dark,Toy,3-5 years | 5-8 years,RQ42126,3 green pieces are missing ,PENDING,2025-10-10T21:06:35.708
Vansh Agarwal,Magplay LED Roundels,Toy,3-5 years | 5-8 years,RQ42120,22 toyes are no have,PENDING,2025-10-10T18:25:46.228
Sangeeta Jain,33-Piece Wooden Tool Kit Set with Tool Box,Toy,1-3 years | 3-5 years,RQ42119, this toy part missing ,PENDING,2025-10-10T18:21:11.071
Vansh Agarwal,Funny Money - Cashier,Toy,3-5 years | 5-8 years,RQ42118,this toyes is damage,PENDING,2025-10-10T18:15:30.356
Nafees Raeesahmed Khan,Magplay LED Roundels,Toy,3-5 years | 5-8 years,RQ42116,"Toy box not returned, zip bag items sent. One small stick, one big LED stick, one curved stick, 11 balls missing.",PENDING,2025-10-10T17:37:38.264
Yogita's Toy Library,Classic Ball Slider,Toy,0-1 years | 1-3 years,RQ42115,Damaged and missing ,PENDING,2025-10-10T16:54:51.953
Nafees Raeesahmed Khan,Mechanix plastics planes,Toy,5-8 years | 8-12 years,RQ42113,"Five Nuts, One bolt, Instructions manual missing.",PENDING,2025-10-10T16:44:51.8
Andheri Hub - Mumbai,Wooden Dessert Set,Toy,1-3 years | 3-5 years,RQ42111,2 pcs missing ,PENDING,2025-10-10T16:37:06.396
Nafees Raeesahmed Khan,Wonder Bricks - Farm,Toy,0-1 years | 1-3 years,RQ42109,Toy box not returned.,PENDING,2025-10-10T16:31:47.242
Chennai Hub,Retro Ride,Toy,1-3 years | 3-5 years,RQ42108,Full damage ,PENDING,2025-10-10T16:29:14.838
Chennai Hub,See N Sort,Toy,1-3 years,RQ42107,Picture card missing ,PENDING,2025-10-10T16:25:54.221
Nafees Raeesahmed Khan,NE ELC TWIST AND TURN HOUSE,Toy,1-3 years,RQ42106,"Two ball, One block, One hammer missing.",PENDING,2025-10-10T16:22:14.25
Yogita's Toy Library,Combi Cubes,Toy,3-5 years | 5-8 years,RQ42104,Timer missing ,PENDING,2025-10-10T16:14:27.584
Yogita's Toy Library,Geltiles Everest 40 Pcs Set of Magnetic Tiles with Storage Box,Toy,3-5 years | 5-8 years,RQ42103,Missing ,PENDING,2025-10-10T16:14:26.948
Yogita's Toy Library,Mega Bricks Creative Building Blocks,Toy,3-5 years | 5-8 years,RQ42102,Missing pcs,PENDING,2025-10-10T16:13:56.481
Yogita's Toy Library,Mechanix plastics planes,Toy,5-8 years | 8-12 years,RQ42100,Wheels missing and screwdriver damaged ,PENDING,2025-10-10T16:11:55.421
Yogita's Toy Library,Alphabet Tower,Toy,1-3 years | 3-5 years,RQ42099,Fully damaged and missing ,PENDING,2025-10-10T16:07:19.808
Suman Jain,Geltiles Everest 40 Pcs Set of Magnetic Tiles with Storage Box,Toy,3-5 years | 5-8 years,RQ42080,psc and pegs and 1 car missing,PENDING,2025-10-10T13:17:39.351
Suman Jain,Human Body | Internal Organs Wooden Puzzle,Toy,1-3 years | 3-5 years,RQ42079,"STOMACH AND SPLEEN 
BRAIN
LIVER AND GALLBLADDER",PENDING,2025-10-10T13:11:43.526
Ahmedabad HUB,NE KOP DW ROLE ON PLAY SMALL  DOCTOR SET,Toy,3-5 years | 5-8 years,RQ42075,Item missing ,PENDING,2025-10-10T11:41:44.174
Pune Hub,Combi Cubes,Toy,3-5 years | 5-8 years,RQ42072,Timear missing ,PENDING,2025-10-10T11:05:03.502
Pune Hub,COOKING SET (NEW)-9803100,Toy,1-3 years | 3-5 years,RQ42071,Missing pieces ,PENDING,2025-10-10T10:43:07.738
Pune Hub,NE 54PCS MAGNET TILES SET,Toy,3-5 years | 5-8 years,RQ42070, Only 24 Pisces receive,PENDING,2025-10-10T10:40:38.623
Madhvi Jay Gajjar,Monopoly Fs (India Edition),Toy,5-8 years | 8-12 years,RQ42069,Less items and damaged board ,PENDING,2025-10-10T10:08:15.242
Arundhuti Bose,Teeth or Treat,Toy,3-5 years | 5-8 years,RQ42035,2 character cards are missing ...out of 4 we received 2 only ..2 are missing ,PENDING,2025-10-09T20:29:11.305
Arundhuti Bose,Fraction Puzzle - Montessori Puzzle (57 Pcs),Toy,5-8 years | 8-12 years,RQ42033,2 pieces are missing..1/7 and 1/8 are missing ..not playable ,PENDING,2025-10-09T19:19:19.49
Hyderabad Hub,15 Piece Wooden Vegetable and Fruit Toy Set,Toy,3-5 years,RQ42029,ITEMS MISSING,PENDING,2025-10-09T18:29:08.699
Suman Jain,Disney - My First 1000 Words,Books,1-3 years | 3-5 years,RQ42027,damage ,PENDING,2025-10-09T18:27:43.561
Nafees Raeesahmed Khan,PepPlay MY FIRST TOUCH & FEEL PUZZLES - WILD ANIMALS,Toy,0-1 years | 1-3 years,RQ42026,"Customer did not return the toy box. Toy code, library code is lost, small zip pouch has been given.",PENDING,2025-10-09T18:27:30.487
Hyderabad Hub,Montessori Rattles Kit,Toy,0-1 years | 1-3 years,RQ42025,ITEM MISSING,PENDING,2025-10-09T18:27:01.175
Hyderabad Hub,Wooden Shape and Number House Toy,Toy,1-3 years | 3-5 years,RQ42024,SCREWS ARE MISSING,PENDING,2025-10-09T18:24:27.642
Suman Jain,Junior Abacus,Toy,3-5 years | 5-8 years,RQ42023,"5
9
0
and circle missing ",PENDING,2025-10-09T18:23:25.331
Suman Jain,Zigyasaw India premium Giant floor puzzle game,Toy,3-5 years | 5-8 years,RQ42022,2 puzzle missing,PENDING,2025-10-09T18:22:28.839
Hyderabad Hub,Mind Challenge,Toy,5-8 years | 8-12 years,RQ42021,ONE ITEM MISSING,PENDING,2025-10-09T18:22:09.922
Hyderabad Hub,E Little Unicorn Touch & Talk,Toy,1-3 years | 3-5 years,RQ42020,Star mark button is not working,PENDING,2025-10-09T18:14:31.801
Hyderabad Hub,Touch and Feel In the Ocean,Books,0-1 years,RQ42019,DAMAGED,PENDING,2025-10-09T18:11:06.509
Suman Jain,Lets Play Restaurant Magnetic,Toy,3-5 years | 5-8 years,RQ42015,"2 STAND 
TOTAL MONEY 
1 GLASS MISSING ",PENDING,2025-10-09T17:14:26.269
Suman Jain,Hungry Hungry Hippos,Toy,5-8 years | 8-12 years,RQ42013,balls missing ,PENDING,2025-10-09T17:08:55.908
Health Hub,Lets Play Restaurant Magnetic,Toy,3-5 years | 5-8 years,RQ42011,2 glass stands and 10 play money missing.,PENDING,2025-10-09T16:52:45.977
Andheri Hub - Mumbai,Magnetic tile - 28 pcs,Toy,3-5 years,RQ42010,11 pcs missing ,PENDING,2025-10-09T16:50:32.271
Health Hub,Wooden Shape and Number House Toy,Toy,1-3 years | 3-5 years,RQ42008,3 number shapes missing out of 10.,PENDING,2025-10-09T16:45:17.375
Health Hub,Number & Color Wooden Puzzle,Toy,1-3 years | 3-5 years,RQ42007,15 game tokens received out of 20.,PENDING,2025-10-09T16:39:24.255
Andheri Hub - Mumbai,Excavator,Toy,1-3 years,RQ42004,7 pcs missing ,PENDING,2025-10-09T16:16:01.759
Andheri Hub - Mumbai,AVN RED ELECTRONIC GAUNTLET,Toy,5-8 years | 8-12 years,RQ42002,machine is not working ,PENDING,2025-10-09T15:59:24.086
Suman Jain,Addon,Toy,3-5 years | 5-8 years,RQ41999,"2 pink
q blue missing",PENDING,2025-10-09T15:40:26.935
Suman Jain,Odd Even Adventure Game,Toy,5-8 years,RQ41998,"1 dice 
1 pawn missing",PENDING,2025-10-09T15:37:20.178
Andheri Hub - Mumbai,Touch and Feel In the Ocean,Books,0-1 years,RQ41993,uper cover is broken ,PENDING,2025-10-09T14:55:45.871
Hyderabad Hub,Mechanix-2,Toy,5-8 years | 8-12 years,RQ41989,SO MANY ARE  MISSING,PENDING,2025-10-09T13:38:47.194
Gurgaon Hub,Pyramid Blocks - [1706],Toy,3-5 years | 5-8 years,RQ41985,"Piece missing 
",PENDING,2025-10-09T12:54:00.321
Ahmedabad HUB,My Big Book of Animals,Books,1-3 years,RQ41981,The book was torn,PENDING,2025-10-09T11:57:15.222
Vansh Agarwal,Robo Heads Up Puppy,Toy,1-3 years | 3-5 years,RQ41979,this toy is damage ,PENDING,2025-10-09T11:39:25.119
Pune Hub,2 IN 1 JUNGLE SAFARI,Toy,3-5 years | 5-8 years,RQ41978,4 puzzal Pisces missing ,PENDING,2025-10-09T11:38:02.872
Gurgaon Hub,ELC Shape Sorting Bus-Red,Toy,0-1 years | 1-3 years,RQ41977,Bus damage ,PENDING,2025-10-09T11:36:48.241
Gurgaon Hub,Geltiles Freedom  - Colorful Magnetic Tiles,Toy,3-5 years | 5-8 years,RQ41974,Piece missing ,PENDING,2025-10-09T11:15:50.441
Gurgaon Hub,First Magnetic Puzzles Activity Box : Aquatic Animals,Toy,1-3 years | 3-5 years,RQ41973,Board missing ,PENDING,2025-10-09T11:10:48.451
Hyderabad Hub,Wooden City Building Blocks Set (115 Pieces),Toy,3-5 years | 5-8 years,RQ41945,9 blocks and 2 pieces are missing,PENDING,2025-10-08T18:13:24.772
Hyderabad Hub,Robot Stacking Games Set of 10,Toy,3-5 years | 5-8 years,RQ41943, DAAMGE,PENDING,2025-10-08T18:06:16.339
Hyderabad Hub,ELC Shape Sorting Bus-Red,Toy,0-1 years | 1-3 years,RQ41941,DAMAGE,PENDING,2025-10-08T18:05:49.367
the EleFant Play Arena - Noida,Geltiles Freedom  - Colorful Magnetic Tiles,Toy,3-5 years | 5-8 years,RQ41936,Received 26 tiles 6 missing ,PENDING,2025-10-08T16:26:12.145
the EleFant Play Arena - Noida,Strike 7,Toy,5-8 years | 8-12 years,RQ41935,Boll and one wood  not received ,PENDING,2025-10-08T16:24:54.628
Chennai Hub,Doodle Placemats Travel Set - Space Series,Toy,3-5 years | 5-8 years,RQ41933,All pending missing ,PENDING,2025-10-08T15:55:01.247
Chennai Hub,Super Track Racer - [2058],Toy,0-1 years | 1-3 years,RQ41932,"1 car missing 
1 car broken",PENDING,2025-10-08T15:48:40.267
Health Hub,Number & Color Wooden Puzzle,Toy,1-3 years | 3-5 years,RQ41930,18 tokens received out of 20,PENDING,2025-10-08T15:44:33.499
Suman Jain,Human Body | Internal Organs Wooden Puzzle,Toy,1-3 years | 3-5 years,RQ41929,found 9 pcs ,PENDING,2025-10-08T15:38:40.539
Health Hub,Ramayan- The Great Indian Epic Activity Mat,Toy,5-8 years | 8-12 years,RQ41928,1 sticker missing out of 34,PENDING,2025-10-08T15:34:55.172
Chennai Hub,Combi Cubes,Toy,3-5 years | 5-8 years,RQ41924,1 Sand timber toy missing ,PENDING,2025-10-08T14:39:58.418
Chennai Hub,Shape Sorter Geometric,Toy,1-3 years | 3-5 years,RQ41921,2part missing ,PENDING,2025-10-08T14:36:46.403
Suman Jain,Write and Wipe Mazes and Dot to Dot,Books,3-5 years,RQ41919,damage ,PENDING,2025-10-08T14:21:24.003
Suman Jain,Musical Snail,Toy,0-1 years | 1-3 years,RQ41915,stick missing,PENDING,2025-10-08T13:35:02.917
Suman Jain,Down the Devil Moz Table Top Game,Toy,3-5 years | 5-8 years,RQ41914,7 game part missing ,PENDING,2025-10-08T13:12:25.254
Suman Jain,2 In 1 Alpha Number Builder,Toy,1-3 years | 3-5 years,RQ41912,"there is a 35 stripes 
found only 22",PENDING,2025-10-08T12:48:27.637
Suman Jain,Monopoly Fs (India Edition),Toy,5-8 years | 8-12 years,RQ41911,"four green house
two red house 
and 1 dice not found ",PENDING,2025-10-08T12:45:08.942
Vansh Agarwal,Wooden Coffee Maker Toy,Toy,1-3 years | 3-5 years,RQ41905,THIS TOY MESSING 4 COFFEE BEANS 1 WOODEN SPOON,PENDING,2025-10-08T12:11:47.201
Ahmedabad HUB,DREAMY MERMAIDS,Toy,3-5 years | 5-8 years,RQ41902,Puzzle missing ,PENDING,2025-10-08T11:56:30.572
Ahmedabad HUB,HINDI ALPHABET FLOOR PUZZLE,Toy,3-5 years | 5-8 years,RQ41901,Puzzle missing ,PENDING,2025-10-08T11:52:08.939
Arundhuti Bose,CONNECT 4,Toy,5-8 years | 8-12 years,RQ41884,1 red and 1 yellow discs are missing ,PENDING,2025-10-08T08:11:29.257
Health Hub,Mechanix plastics planes,Toy,5-8 years | 8-12 years,RQ41880,"Received 73 parts instead of 80. Screw driver is broken.
Instruction manual also missing.",PENDING,2025-10-07T23:52:58.536
Health Hub,The Oasis,Toy,1-3 years | 3-5 years,RQ41876,Received 20 game pieces instead of 21. Also instructional booklet is missing.,PENDING,2025-10-07T23:26:25.746
Health Hub,Magnetic Match-Alphabet Rainbow,Toy,1-3 years | 3-5 years,RQ41873,Booklet missing.,PENDING,2025-10-07T23:18:58.805
Health Hub,NE ELC TWIST AND TURN HOUSE,Toy,1-3 years,RQ41871,One ball is missing.,PENDING,2025-10-07T23:15:31.723
Hyderabad Hub,Human Body | Internal Organs Wooden Puzzle,Toy,1-3 years | 3-5 years,RQ41858, ITEMS MISSING,PENDING,2025-10-07T18:50:51.256
Hyderabad Hub,2 in 1 Magnetic Fishing,Toy,1-3 years | 3-5 years,RQ41857, ITEM DAMAGE,PENDING,2025-10-07T18:49:20.95
Suman Jain,The Mini City,Toy,1-3 years | 3-5 years,RQ41856,3 pcs missing,PENDING,2025-10-07T18:46:33.034
Suman Jain,Waffel,Toy,1-3 years | 3-5 years,RQ41854,"product damage 
pcs missing ",PENDING,2025-10-07T18:32:01.748
Suman Jain,Super Sentence,Toy,5-8 years | 8-12 years,RQ41852,GIRAFFE MISSING AND BOARD sketched ,PENDING,2025-10-07T18:28:23.122
Sangeeta Jain,ELC Shape Sorting Bus-Red,Toy,0-1 years | 1-3 years,RQ41842,THIS TOY ARE damaged,PENDING,2025-10-07T16:43:07.2
Hyderabad Hub,Stack a Cake,Toy,3-5 years | 5-8 years,RQ41835,2 ITEMS MISSING,PENDING,2025-10-07T16:04:29.879
Hyderabad Hub,Pyramid Blocks - [1706],Toy,3-5 years | 5-8 years,RQ41831,2 missing,PENDING,2025-10-07T15:41:05.14
Andheri Hub - Mumbai,Rolling Wheels Betty the bus,Books,0-1 years | 1-3 years,RQ41830,book is broken,PENDING,2025-10-07T15:38:34.897
Hyderabad Hub,Super Track Racer - [2058],Toy,0-1 years | 1-3 years,RQ41826,1 CAR DAMAGED,PENDING,2025-10-07T15:24:31.228
Suman Jain,First Magnetic Puzzles Activity Box : Aquatic Animals,Toy,1-3 years | 3-5 years,RQ41818,borad missing,PENDING,2025-10-07T14:46:38.228
Suman Jain,Zigyasaw Global Warming premium Giant floor puzzle game,Toy,3-5 years | 5-8 years,RQ41817,"total 54 
found 41 
",PENDING,2025-10-07T14:43:45.609
Andheri Hub - Mumbai,Disney My First Stories: Did Simba Listen?,Books,1-3 years | 3-5 years,RQ41804,page is broken ,PENDING,2025-10-07T12:40:40.629
Vansh Agarwal,Ramp Race Track Car,Toy,3-5 years | 5-8 years,RQ41791,3 WOODEN RACING CARS IS MESSING ,PENDING,2025-10-07T10:42:30.887
Chennai Hub,Tea Party Set,Toy,1-3 years | 3-5 years,RQ41788,"Milk bottle missing
One tea missing ",PENDING,2025-10-07T10:09:21.264
Andheri Hub - Mumbai,Soothe & Glow Rainbow,Toy,0-1 years | 1-3 years,RQ41787,on / off button is broken ,PENDING,2025-10-07T09:49:42.285
Health Hub,Betty the Butterfly (Musical),Toy,1-3 years,RQ41767,Butterfly broken. Wing seperated. Edges to fix it are broken.,PENDING,2025-10-06T22:54:40.261
Health Hub,Magnetic Learn to Spell : Objects,Toy,3-5 years | 5-8 years,RQ41762,26 picture magnets instead of 32 and 70 alphabet magnets instead of 72 received.,PENDING,2025-10-06T22:33:43.062
Health Hub,Table Top Foosball Small,Big,3-5 years | 5-8 years | 8-12 years,RQ41748,"1 ball,1 dice and all 16 pegs of 4 colours missing.",PENDING,2025-10-06T21:41:59.895
Suman Jain,Wooden Bread Pop-up Toaster Toy,Toy,1-3 years | 3-5 years,RQ41742,"1 milk can
1 butter knife 
missing ",PENDING,2025-10-06T20:23:19.96
Suman Jain,Magplay LED Roundels,Toy,3-5 years | 5-8 years,RQ41728,LED NOT WORKING PCS MISSING ,PENDING,2025-10-06T18:25:29.45
Hyderabad Hub,Farmyard Heads and Tails,Toy,1-3 years | 3-5 years,RQ41726,2 cards missing,PENDING,2025-10-06T18:04:09.405
Hyderabad Hub,Strike 7,Toy,5-8 years | 8-12 years,RQ41724,1 ball missing,PENDING,2025-10-06T17:53:20.367
Hyderabad Hub,Hopscotch mat Twister,Toy,5-8 years | 8-12 years,RQ41720,item missed ,PENDING,2025-10-06T17:33:03.889
Suman Jain,Peg the number,Toy,3-5 years | 5-8 years,RQ41719,"1 number 
8 pegs 
missing 
borad coloured ",PENDING,2025-10-06T17:28:48.959
Nafees Raeesahmed Khan,Waffel,Toy,1-3 years | 3-5 years,RQ41717,Place the waffle part in two pieces. We have cello taped it. Two parts are missing. The orange was already missing.,PENDING,2025-10-06T17:11:41.548
Andheri Hub - Mumbai,Ice Hockey,Big,3-5 years | 5-8 years | 8-12 years,RQ41716,board is fully damge ,PENDING,2025-10-06T17:05:52.13
Suman Jain,NE SS OP WONDER BALL,Toy,0-1 years | 1-3 years,RQ41710,2 banana missing,PENDING,2025-10-06T16:13:24.772
Suman Jain,Plugo Detective,Toy,5-8 years | 8-12 years,RQ41706,6 clue cards missing ,PENDING,2025-10-06T15:41:30.085
Suman Jain,Comb and Shine,Toy,1-3 years | 3-5 years,RQ41705,"1 straightener 
1 shampoo bottle 
1 trimmer missing",PENDING,2025-10-06T15:40:20.129
Andheri Hub - Mumbai,Big Kitchen Set Trolley,Toy,3-5 years | 5-8 years,RQ41704,"2 spoon , 2 cups , uper cover is missing ",PENDING,2025-10-06T15:29:26.346
Andheri Hub - Mumbai,Boom Boom Bingo: Sight Words,Toy,5-8 years | 8-12 years,RQ41703,4 cards & 4 bingo bags are missing,PENDING,2025-10-06T15:17:31.922
Andheri Hub - Mumbai,Wooden tool kit - suitcase,Toy,3-5 years | 5-8 years,RQ41701,"2 philops screws , 2 nuts ,& 2 wheels are missing ",PENDING,2025-10-06T15:05:50.156
Suman Jain,Geltiles Everest 40 Pcs Set of Magnetic Tiles with Storage Box,Toy,3-5 years | 5-8 years,RQ41699,"2 magnetic tiles missing 
car wheel damage ",PENDING,2025-10-06T14:31:29.967
Ahmedabad HUB,Musical Snail,Toy,0-1 years | 1-3 years,RQ41688,Stick missing ,PENDING,2025-10-06T12:10:53.303
Ahmedabad HUB,PepPlay MY FIRST TOUCH & FEEL PUZZLES - WILD ANIMALS,Toy,0-1 years | 1-3 years,RQ41684,Puzzle missing and damage ,PENDING,2025-10-06T11:48:36.842
Pune Hub,MONOPOLY WORLD TOUR,Toy,5-8 years | 8-12 years,RQ41682,Dies missing ,PENDING,2025-10-06T10:30:55.213
Nafees Raeesahmed Khan,Colour Trap,Toy,3-5 years | 5-8 years,RQ41681,"Customer sent color trap in carry bag, did not return toy box and toy puzzle, one chess man missing.",PENDING,2025-10-06T10:30:34.675
Pune Hub,Rock Paper Scissor,Toy,3-5 years | 5-8 years,RQ41680,Dies and other Pisces missing ,PENDING,2025-10-06T10:10:36.817
Sangeeta Jain,Super Doodle,Toy,3-5 years,RQ41678,this toy parts missing ( 41 alphabets number and operstars),PENDING,2025-10-06T09:54:05.622
Vansh Agarwal,2 in 1 Bounce & Smash,Toy,3-5 years | 5-8 years,RQ41586,2 balls are messing ,PENDING,2025-10-04T18:22:36.172
Health Hub,Sakara Aircraft 37,Toy,3-5 years | 5-8 years,RQ41585,Received it without zipper bag having tag.,PENDING,2025-10-04T18:07:22.749
Health Hub,Jungle Tumble - Wooden stacking game,Toy,3-5 years,RQ41580,54 game pieces received instead of 59,PENDING,2025-10-04T16:58:15.672
Andheri Hub - Mumbai,NE SS OP BANG BANG,Toy,0-1 years | 1-3 years,RQ41578,one side is broken,PENDING,2025-10-04T16:55:35.697
Andheri Hub - Mumbai,Doctor Set Trolley Big Premium,Toy,3-5 years | 5-8 years,RQ41577,"injecstion , eyes glass , uper cover are missing",PENDING,2025-10-04T16:51:23.51
Health Hub,NE ELC TWIST AND TURN HOUSE,Toy,1-3 years,RQ41576,2 keys missing.,PENDING,2025-10-04T16:46:43.604
Health Hub,Velocity,Toy,3-5 years,RQ41574,Yellow vehicle (school bus)  missing.,PENDING,2025-10-04T16:38:07.905
Health Hub,Orboot Dinos,Toy,5-8 years | 8-12 years,RQ41573,Glove's stand(base) broken and globe is separated. Can't be fixed.,PENDING,2025-10-04T16:32:56.891
Health Hub,Combi Cubes,Toy,3-5 years | 5-8 years,RQ41569,31 game pieces received instead of 32.,PENDING,2025-10-04T16:19:22.66
Nafees Raeesahmed Khan,ELC Shape Sorting Bus-Red,Toy,0-1 years | 1-3 years,RQ41560,Bus top cover missing. One shape all ready missing.,PENDING,2025-10-04T14:14:36.748
Andheri Hub - Mumbai,Flippy Busy Board,Toy,1-3 years | 3-5 years,RQ41555,angles are broken ,PENDING,2025-10-04T13:39:05.386
Nafees Raeesahmed Khan,Classic Ball Slider,Toy,0-1 years | 1-3 years,RQ41554,One ball missing.,PENDING,2025-10-04T13:28:18.329
